City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,saint-francois,0,FR,1536033600,93,46.42,3.91,50.0,1.95
384,whitehorse,40,CA,1536033600,62,60.72,-135.06,53.6,4.7
385,sladkovo,48,RU,1536035174,78,55.53,70.34,54.0,4.41
386,aasiaat,92,GL,1536035174,100,68.71,-52.87,39.33,8.99
387,port lincoln,0,AU,1536034837,80,-34.72,135.86,60.21,16.6
388,baykit,76,RU,1536035175,80,61.68,96.39,46.8,3.85
389,hibbing,1,US,1536034500,69,47.43,-92.94,62.6,13.35
390,pangai,20,TO,1536033600,78,-19.8,-174.35,78.8,8.05
391,ngunguru,12,NZ,1536035175,100,-35.62,174.5,55.44,2.73
392,poum,0,MK,1536035176,83,41.28,20.71,46.17,1.72
393,severo-yeniseyskiy,0,RU,1536035176,75,60.37,93.04,51.3,3.29
394,wiang sa,75,TH,1536033600,83,8.64,99.37,84.2,10.29
395,baruun-urt,0,MN,1536035177,56,46.68,113.28,65.52,5.64
396,acapulco,40,MX,1536032880,79,16.86,-99.88,84.2,2.24
397,cedar city,1,US,1536033180,28,37.68,-113.06,69.98,11.41
398,araouane,0,ML,1536034869,48,18.9,-3.53,83.88,5.41
399,mount isa,0,AU,1536033600,11,-20.73,139.49,80.6,11.41
400,broome,76,GB,1536034260,93,52.47,1.45,57.2,5.82
401,caravelas,0,BR,1536034902,99,-17.73,-39.27,76.59,19.73
402,orasac,75,RS,1536033600,100,43.06,22.07,59.0,2.24
403,viedma,0,AR,1536034878,50,-40.81,-62.99,50.49,13.69
404,morehead,1,US,1536033180,71,38.18,-83.43,78.08,2.17
405,selma,20,US,1536033360,31,36.57,-119.61,86.0,9.17
406,teseney,32,ER,1536035180,88,15.11,36.66,71.46,11.45
407,maypangdan,80,PH,1536035180,85,11.65,125.45,82.71,8.66
408,tahoua,32,NE,1536035180,92,14.89,5.26,73.08,2.95
409,kudahuvadhoo,20,MV,1536034816,100,2.67,72.89,83.88,3.06
410,warwick,40,US,1536033360,90,41.7,-71.42,77.0,5.82
411,trincomalee,64,LK,1536035181,70,8.58,81.23,83.07,16.15
412,conde,0,BR,1536035181,97,-11.81,-37.61,71.73,7.76
413,masuguru,64,MZ,1536035182,83,-11.38,38.46,71.55,2.73
414,senanga,0,ZM,1536035182,42,-16.1,23.3,61.65,8.99
415,paamiut,88,GL,1536035182,96,61.99,-49.67,41.4,9.33
416,kansanshi,0,ZM,1536035183,57,-12.1,26.43,55.17,7.65
417,quatre cocos,40,MU,1536033600,83,-20.21,57.76,73.4,16.11
418,sangar,0,RU,1536035183,66,63.92,127.47,44.91,8.32
419,hervey bay,92,AU,1536034788,100,-25.3,152.85,61.65,9.22
420,tomatlan,56,MX,1536035184,83,19.93,-105.25,78.21,1.72
421,lensk,24,RU,1536035184,70,60.71,114.91,50.76,3.62
422,san luis,0,AR,1536035035,57,-33.3,-66.34,46.08,6.64
423,meulaboh,48,ID,1536034853,100,4.14,96.13,81.45,3.29
424,sabalgarh,48,IN,1536035185,96,26.25,77.41,78.03,9.33
425,roald,75,NO,1536033000,100,62.58,6.12,50.0,3.36
426,rosario do sul,48,BR,1536035186,94,-30.26,-54.91,54.0,7.31
427,sioux lookout,20,CA,1536030000,59,50.1,-91.92,64.4,5.82
428,caledonia,90,US,1536033300,97,42.81,-87.92,71.96,4.7
429,varlamovo,0,RU,1536035187,85,54.62,60.68,48.33,2.95
430,sarahan,8,IN,1536035187,78,31.51,77.79,41.76,1.61
431,vila franca do campo,20,PT,1536031800,72,37.72,-25.43,68.0,16.11
432,san carlos de bariloche,20,AR,1536033600,57,-41.13,-71.31,48.2,23.04
433,kirensk,76,RU,1536035188,53,57.78,108.12,51.93,6.31
434,modrica,75,RS,1536033600,100,43.52,21.36,59.0,2.24
435,talnakh,88,RU,1536034934,100,69.49,88.39,43.56,8.66
436,snezhnogorsk,0,RU,1536031800,81,69.19,33.23,53.6,4.47
437,broken hill,0,AU,1536034826,61,-31.97,141.45,61.2,5.19
438,salinopolis,12,BR,1536035189,98,-0.61,-47.36,80.64,13.91
439,amzya,0,RU,1536035189,78,56.24,54.39,50.4,6.64
440,amapa,75,HN,1536033600,88,15.09,-87.97,78.8,1.95
441,ozernovskiy,56,RU,1536035190,94,51.5,156.52,53.91,9.66
442,minbu,80,MM,1536035190,94,20.18,94.88,79.11,9.1
443,pochutla,64,MX,1536035190,100,15.74,-96.47,79.65,1.5
444,port blair,80,IN,1536035190,100,11.67,92.75,78.75,17.49
445,koboko,88,UG,1536035191,95,3.41,30.96,64.89,2.28
446,pyay,88,MM,1536035191,96,18.82,95.22,77.13,8.88
447,tavrichanka,75,RU,1536031800,82,43.33,131.86,68.0,2.24
448,badiraguato,75,MX,1536032400,70,25.36,-107.55,86.0,1.95
449,neryungri,48,RU,1536035192,81,56.66,124.71,41.22,13.35
450,salihli,0,TR,1536035192,89,38.48,28.15,58.5,1.95
451,alice springs,0,AU,1536033600,16,-23.7,133.88,78.8,10.29
452,metro,68,ID,1536035193,86,-5.11,105.31,79.38,6.98
453,kabare,56,RW,1536035193,100,-1.65,29.38,55.35,1.61
454,sola,20,NO,1536033000,93,58.89,5.65,55.4,2.24
455,mugur-aksy,88,RU,1536035193,74,50.38,90.44,29.79,2.84
456,rio do sul,76,BR,1536035194,92,-27.22,-49.64,57.15,10.11
457,ust-nera,56,RU,1536035194,73,64.57,143.24,43.2,2.73
458,shahreza,0,IR,1536035194,58,32.01,51.87,44.1,0.94
459,payakumbuh,20,ID,1536035162,83,-0.23,100.63,79.65,2.06
460,khawhai,100,IN,1536035195,98,23.52,93.19,69.84,2.17
461,nanortalik,68,GL,1536034862,95,60.14,-45.24,40.5,19.84
462,itoman,75,JP,1536033600,70,26.12,127.67,87.8,16.11
463,palamas,0,GR,1536033000,64,39.47,22.08,68.0,4.7
464,portobelo,40,PA,1536033600,100,9.55,-79.65,78.8,2.24
465,usinsk,88,RU,1536035197,85,66.0,57.56,51.48,10.56
466,valenca do piaui,92,BR,1536035197,47,-6.41,-41.75,82.62,5.19
467,barcelos,20,PT,1536033600,100,41.53,-8.62,60.8,2.24
468,nosy varika,80,MG,1536035197,100,-20.58,48.53,65.97,2.39
469,lac du bonnet,8,CA,1536035198,51,50.25,-96.06,67.5,16.82
470,along,24,IN,1536034901,86,28.17,94.8,76.05,1.95
471,madang,44,PG,1536035198,83,-5.21,145.81,82.53,3.62
472,dryden,1,CA,1536030000,55,49.79,-92.84,64.4,9.17
473,escanaba,90,US,1536033360,84,45.75,-87.06,66.92,8.43
474,voskresenskoye,80,RU,1536035199,89,56.84,45.43,57.6,4.41
475,batagay-alyta,20,RU,1536034914,65,67.8,130.41,36.18,4.07
476,svetlogorsk,20,RU,1536031800,93,53.14,59.15,48.2,8.95
477,thunder bay,75,CA,1536030000,87,48.41,-89.26,53.6,4.7
478,agadir,0,MA,1536031800,82,30.42,-9.58,64.4,2.24
479,jalu,0,LY,1536034842,61,29.03,21.55,67.95,2.84
480,aksarka,68,RU,1536034823,73,66.56,67.8,54.63,14.92
481,wellington,92,NZ,1536033600,93,-41.29,174.78,48.2,32.21
482,camacha,40,PT,1536033600,77,33.08,-16.33,71.6,11.41
483,auki,8,NG,1536035201,97,12.18,6.51,67.86,2.95
484,novyy buh,0,UA,1536033600,37,47.69,32.52,68.0,6.71
485,pinawa,8,CA,1536035202,51,50.15,-95.88,67.5,16.82
486,nyimba,0,ZM,1536035202,58,-14.56,30.81,63.45,5.08
487,green river,1,US,1536033240,7,41.53,-109.47,64.94,9.17
488,townsville,20,AU,1536033600,48,-19.26,146.82,84.2,12.75
489,mecca,20,SA,1536035203,88,21.43,39.83,71.64,2.73
490,montorio al vomano,0,IT,1536033000,93,42.58,13.64,60.8,6.93
491,nirmal,0,IN,1536035204,91,19.09,78.35,76.68,9.89
492,swanzey,1,US,1536033360,79,42.87,-72.28,80.96,3.36
493,paysandu,0,UY,1536035205,88,-32.32,-58.08,50.4,5.53
494,muros,0,ES,1536033600,82,42.77,-9.06,60.8,6.93
495,loandjili,75,CG,1536030000,83,-4.77,11.87,75.2,8.05
496,apatou,0,SR,1536035205,95,5.16,-54.34,74.97,3.06
497,mauganj,92,IN,1536035206,99,24.67,81.88,74.61,10.11
498,utete,92,TZ,1536034885,98,-7.99,38.76,72.0,2.62
499,vila,0,IT,1536031200,93,45.18,8.4,60.8,5.82
500,san andres,92,PH,1536035207,100,13.32,122.68,77.85,18.28
501,verkh-usugli,0,RU,1536035207,62,52.7,115.17,59.04,3.51
502,neiafu,40,TO,1536033600,74,-18.65,-173.98,80.6,8.05
503,mahibadhoo,0,MV,1536035208,100,3.78,72.97,83.25,3.4
504,general jose eduvigis diaz,0,PY,1536033600,93,-27.17,-58.42,53.6,5.82
505,jacareacanga,36,BR,1536035208,79,-6.22,-57.76,79.02,2.28
506,arcachon,0,FR,1536033600,82,44.65,-1.18,60.8,5.82
507,rundu,0,NA,1536035209,36,-17.91,19.77,55.71,5.41
508,narok,92,KE,1536035209,99,-1.09,35.87,57.42,4.41
509,boo,68,NG,1536035209,99,7.44,8.9,72.45,2.17
510,kidal,32,ML,1536035209,53,18.44,1.41,82.62,7.65
511,iisalmi,75,FI,1536033000,93,63.56,27.19,57.2,5.82
512,portland,20,US,1536033360,45,45.52,-122.67,68.0,8.05
513,quzhou,0,CN,1536035210,76,28.97,118.86,84.42,3.74
514,laredo,75,US,1536033360,87,27.51,-99.51,80.06,5.82
515,onalaska,90,US,1536034500,94,43.88,-91.23,70.7,8.21
516,indianola,20,US,1536033180,93,40.24,-100.42,64.94,7.2
517,manzanillo,44,CU,1536035211,100,20.34,-77.12,83.7,16.49
518,sawakin,20,SD,1536035212,79,19.1,37.33,83.88,6.64
519,jaguaribe,0,BR,1536035212,44,-5.88,-38.62,80.37,10.67
520,kibondo,56,TZ,1536035212,61,-3.59,30.72,65.52,3.4
521,pangkalanbuun,12,ID,1536035213,83,-2.68,111.62,84.24,5.64
522,bodo,88,CI,1536035213,94,5.91,-4.68,72.99,4.63
523,nhulunbuy,0,AU,1536033600,45,-12.18,136.78,87.8,14.99
524,nador,76,MA,1536031800,83,35.17,-2.93,73.4,3.36
525,pombas,0,BR,1536035214,74,-15.9,-54.74,56.7,5.97
526,ahtopol,0,BG,1536033600,88,42.1,27.94,66.2,3.36
527,ishinomaki,75,JP,1536033600,94,38.42,141.3,77.0,13.87
528,manggar,80,ID,1536035215,70,-2.88,108.27,85.23,9.44
529,sao jose da coroa grande,24,BR,1536035215,95,-8.9,-35.15,72.0,3.62
530,wahiawa,75,US,1536033420,77,21.5,-158.02,84.02,4.7
531,tessalit,0,ML,1536035216,44,20.2,1.01,82.44,12.46
532,uray,0,RU,1536035216,90,60.13,64.8,52.65,2.39
533,kulhudhuffushi,36,MV,1536035216,96,6.62,73.07,84.33,8.21
534,sungai padi,75,TH,1536033600,62,6.09,101.88,89.6,5.82
535,ngudu,0,TZ,1536035217,82,-2.97,33.34,61.11,6.87
536,coracora,44,PE,1536035217,61,-15.02,-73.78,36.09,2.28
